prov_insc;cant_insc;parr_insc;mcap_bie;dur_mat;cau_div;nac_1;sexo_1;edad_1;hijos_1;p_etnica1;niv_inst1;nac_2;sexo_2;edad_2;hijos_2;p_etnica2;niv_inst2
Azuay;Cuenca;San Blas; No;35;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;53;0;Mestizo; Primaria; Ecuatoriano;Mujer;62;0;Mestizo; Primaria
Azuay;Cuenca;San Blas; No;6;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;27;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;31;2;Mestizo; Primaria
Azuay;Cuenca;San Blas; No;21;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;52;0;Mestizo; Secundaria; Ecuatoriano;Mujer;47;1;Mestizo; Secundaria
Azuay;Cuenca;San Blas; No;3;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;32;0;Mestizo; Superior no Universitario; Ecuatoriano;Mujer;27;0;Mestizo; Posgrado
Azuay;Cuenca;San Blas; No;17;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;42;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;38;2;Mestizo; Superior Universitario
Azuay;Giron;Giron, cabecera cantonal; No;4;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;25;0;Mestizo; Educacion Basica; Ecuatoriano;Mujer;23;0;Mestizo; Educacion media o Bachillerato
Azuay;Giron;Giron, cabecera cantonal; No;1;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;55;1;Mestizo; Educacion Basica; Ecuatoriano;Mujer;29;0;Mestizo; Educacion media o Bachillerato
Azuay;Giron;Giron, cabecera cantonal; No;12;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;41;0;Mestizo; Educacion Basica; Ecuatoriano;Mujer;41;0;Mestizo; Primaria
Azuay;Gualaceo;Gualaceo, cabecera cantonal; No;12;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;32;0;Mestizo; Primaria; Ecuatoriano;Mujer;35;3;Mestizo; Secundaria
Azuay;Gualaceo;Gualaceo, cabecera cantonal; No;23;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;40;0;Mestizo; Educacion Basica; Ecuatoriano;Mujer;44;3;Mestizo; Educacion Basica
Azuay;Gualaceo;Gualaceo, cabecera cantonal; No;12;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;33;0;Mestizo; Secundaria; Ecuatoriano;Mujer;32;3;Mestizo; Secundaria
Azuay;Gualaceo;Gualaceo, cabecera cantonal; No;2;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;26;0;Mestizo; Secundaria; Ecuatoriano;Mujer;25;1;Mestizo; Secundaria
Azuay;Gualaceo;Gualaceo, cabecera cantonal; Si;26;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;46;0;Mestizo; Educacion Basica; Ecuatoriano;Mujer;45;0;Mestizo; Educacion Basica
Azuay;Gualaceo;Gualaceo, cabecera cantonal; No;16;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;37;0;Mestizo; Secundaria; Ecuatoriano;Mujer;33;1;Mestizo; Educacion media o Bachillerato
Azuay;Gualaceo;Gualaceo, cabecera cantonal; No;34;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;55;0;Mestizo; Primaria; Ecuatoriano;Mujer;52;0;Mestizo; Primaria
Azuay;Gualaceo;Gualaceo, cabecera cantonal; No;1;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;51;0;Mestizo; Secundaria; Ecuatoriano;Mujer;39;0;Sin informacion; Educacion media o Bachillerato
Azuay;Sigsig;Sigsig, cabecera cantonal; No;14;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;40;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;37;2;Mestizo; Superior Universitario
Azuay;Sigsig;Sigsig, cabecera cantonal; No;20;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;39;0;Mestizo; Primaria; Ecuatoriano;Mujer;42;2;Mestizo; Primaria
Azuay;Sigsig;Sigsig, cabecera cantonal; No;23;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;51;0;Mestizo; Primaria; Ecuatoriano;Mujer;57;0;Mestizo; Primaria
Azuay;Gualaceo;Gualaceo, cabecera cantonal; No;29;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;49;0;Mestizo; Educacion Basica; Ecuatoriano;Mujer;50;0;Mestizo; Educacion Basica
Azuay;Cuenca;San Blas; No;22;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;44;0;Mestizo; Secundaria; Ecuatoriano;Mujer;39;3;Mestizo; Secundaria
Azuay;Gualaceo;Gualaceo, cabecera cantonal; No;3;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;23;0;Mestizo; Educacion Basica; Ecuatoriano;Mujer;22;0;Mestizo; Educacion media o Bachillerato
Azuay;Sigsig;Sigsig, cabecera cantonal; No;4;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;30;0;Mestizo; Educacion Basica; Ecuatoriano;Mujer;29;1;Mestizo; Primaria
Azuay;Sigsig;Sigsig, cabecera cantonal; No;16;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;39;1;Mestizo; Primaria; Ecuatoriano;Mujer;39;0;Mestizo; Primaria
Azuay;Sigsig;Sigsig, cabecera cantonal; No;20;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;42;0;Mestizo; Primaria; Ecuatoriano;Mujer;42;0;Mestizo; Secundaria
Canar;Azogues;Azogues; No;4;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;24;0;Mestizo; Primaria; Ecuatoriano;Mujer;23;1;Mestizo; Primaria
Canar;Azogues;Azogues; No;1;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;19;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;20;0;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues; No;14;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;37;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;33;2;Mestizo; Primaria
Canar;Azogues;Azogues; No;5;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;27;0;Mestizo; Superior no Universitario; Ecuatoriano;Mujer;27;1;Mestizo; Superior no Universitario
Canar;Azogues;Azogues; No;9;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;36;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;28;2;Mestizo; Primaria
Napo;Tena;Tena, cabecera cantonal y capital provincial; No;11;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;33;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;30;2;Mestizo; Superior Universitario
Napo;Tena;Tena, cabecera cantonal y capital provincial; No;4;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;36;0;Indigena; Educacion media o Bachillerato; Ecuatoriano;Mujer;25;1;Indigena; Educacion media o Bachillerato
Napo;El Chaco;El Chaco, cabecera cantonal; No;21;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;42;0;Mestizo; Educacion Basica; Ecuatoriano;Mujer;39;1;Mestizo; Educacion Basica
Napo;El Chaco;El Chaco, cabecera cantonal; No;19;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;53;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;45;0;Mestizo; Superior Universitario
Pastaza;Pastaza;Puyo, cabecera cantonal y capital provincial; No;5;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;38;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;35;1;Mestizo; Superior no Universitario
Pastaza;Pastaza;Puyo, cabecera cantonal y capital provincial; No;29;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;49;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;47;2;Mestizo; Superior no Universitario
Pastaza;Pastaza;Puyo, cabecera cantonal y capital provincial; No;13;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;40;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;33;0;Mestizo; Educacion media o Bachillerato
Pastaza;Pastaza;Puyo, cabecera cantonal y capital provincial; No;18;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;50;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;53;0;Mestizo; Educacion media o Bachillerato
Pastaza;Pastaza;Puyo, cabecera cantonal y capital provincial; No;15;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;49;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;34;2;Mestizo; Educacion media o Bachillerato
Pastaza;Pastaza;Puyo, cabecera cantonal y capital provincial; No;1;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;26;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;29;0;Mestizo; Superior Universitario
Pastaza;Pastaza;Puyo, cabecera cantonal y capital provincial; No;10;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;34;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;31;2;Mestizo; Superior Universitario
Pastaza;Pastaza;Puyo, cabecera cantonal y capital provincial; No;14;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;35;2;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;29;0;Mestizo; Educacion media o Bachillerato
Pastaza;Pastaza;Puyo, cabecera cantonal y capital provincial; No;12;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;35;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;34;1;Mestizo; Superior Universitario
Pastaza;Pastaza;Puyo, cabecera cantonal y capital provincial; No;40;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;59;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;54;0;Mestizo; Educacion media o Bachillerato
Pastaza;Pastaza;Puyo, cabecera cantonal y capital provincial; No;6;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;35;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;36;1;Mestizo; Superior Universitario
Napo;Tena;Tena, cabecera cantonal y capital provincial; No;13;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;44;0;Indigena; Superior Universitario; Ecuatoriano;Mujer;45;0;Indigena; Superior Universitario
Tungurahua;Ambato;Huachi Chico; Sin informacion;4;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;36;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;33;0;Mestizo; Superior Universitario
Tungurahua;Ambato;Huachi Chico; Si;28;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;47;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;46;0;Mestizo; Superior Universitario
Tungurahua;Ambato;Huachi Chico; No;4;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;28;0;Indigena; Primaria; Ecuatoriano;Mujer;27;1;Indigena; Secundaria
Tungurahua;Ambato;Huachi Chico; No;17;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;39;0;Montubio; Primaria; Ecuatoriano;Mujer;36;1;Mestizo; Primaria
Tungurahua;Ambato;Huachi Chico; No;18;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;40;0;Mestizo; Primaria; Ecuatoriano;Mujer;39;2;Mestizo; Secundaria
Tungurahua;Ambato;Huachi Chico; No;38;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;62;0;Mestizo; Primaria; Ecuatoriano;Mujer;62;0;Mestizo; Primaria
Tungurahua;Ambato;Huachi Chico; No;16;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;35;0;Mestizo; Secundaria; Ecuatoriano;Mujer;35;1;Mestizo; Secundaria
Tungurahua;Ambato;Huachi Chico; No;26;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;72;0;Mestizo; Secundaria; Ecuatoriano;Mujer;59;0;Mestizo; Secundaria
Tungurahua;Ambato;Huachi Chico; No;2;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;30;0;Mestizo; Secundaria; Ecuatoriano;Mujer;29;2;Mestizo; Superior no Universitario
Tungurahua;Ambato;Huachi Chico; No;2;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;29;0;Mestizo; Secundaria; Ecuatoriano;Mujer;28;0;Mestizo; Superior no Universitario
Tungurahua;Ambato;Huachi Chico; No;10;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;33;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;31;2;Mestizo; Educacion media o Bachillerato
Tungurahua;Ambato;Huachi Chico; No;23;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;47;0;Mestizo; Superior no Universitario; Ecuatoriano;Mujer;44;2;Mestizo; Secundaria
Tungurahua;Ambato;Huachi Chico; No;7; Sin informacion; Ecuatoriano;Hombre;40;0;Mestizo; Primaria; Ecuatoriano;Mujer;36;2;Mestizo; Primaria
Tungurahua;Ambato;Huachi Chico; No;3; Sin informacion; Ecuatoriano;Hombre;23;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;23;0;Mestizo; Superior Universitario
Tungurahua;Ambato;Huachi Chico; No;19;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;37;0;Mestizo; Secundaria; Ecuatoriano;Mujer;37;0;Mestizo; Secundaria
Tungurahua;Ambato;Huachi Chico; No;42;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;71;0;Mestizo; Secundaria; Ecuatoriano;Mujer;64;0;Mestizo; Primaria
Tungurahua;Ambato;Huachi Chico; Si;9;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;40;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;46;0;Mestizo; Superior no Universitario
Tungurahua;Ambato;Huachi Chico; No;10;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;33;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;32;1;Mestizo; Superior Universitario
Tungurahua;Ambato;Huachi Chico; No;12;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;32;0;Mestizo; Secundaria; Ecuatoriano;Mujer;37;1;Mestizo; Secundaria
Pastaza;Pastaza;Puyo, cabecera cantonal y capital provincial; No;18;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;44;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;36;1;Mestizo; Educacion media o Bachillerato
Tungurahua;Ambato;Huachi Chico; Sin informacion;30;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;53;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;53;0;Mestizo; Superior Universitario
Tungurahua;Ambato;Huachi Chico; No;24;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;54;2;Mestizo; Primaria; Ecuatoriano;Mujer;40;0;Mestizo; Educacion Basica
Tungurahua;Ambato;Huachi Chico; No;4;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;32;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;25;1;Mestizo; Secundaria
Tungurahua;Ambato;Huachi Chico; No;17;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;38;0;Mestizo; Primaria; Ecuatoriano;Mujer;38;2;Mestizo; Primaria
Tungurahua;Ambato;Huachi Chico; No;19;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;54;0;Mestizo; Secundaria; Ecuatoriano;Mujer;50;1;Mestizo; Superior no Universitario
Tungurahua;Ambato;Huachi Chico; No;39;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;63;0;Mestizo; Primaria; Ecuatoriano;Mujer;56;0;Mestizo; Primaria
Tungurahua;Banos de Agua Santa;Banos de Agua Santa; No;15;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;37;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;35;1;Mestizo; Superior Universitario
Tungurahua;Banos de Agua Santa;Banos de Agua Santa; No;2;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;26;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;21;1;Mestizo; Educacion media o Bachillerato
Tungurahua;Patate;Patate, cabecera cantonal; No;9;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;36;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;31;2;Mestizo; Educacion media o Bachillerato
Orellana;Orellana;Puerto Francisco de Orellana (El Coca); No;9;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;37;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;35;2;Mestizo; Educacion media o Bachillerato
Orellana;La Joya de los Sachas;La Joya de los Sachas, cabecera cantonal; No;5; Sin informacion; Ecuatoriano;Hombre;40;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;37;1;Mestizo; Educacion media o Bachillerato
Orellana;La Joya de los Sachas;La Joya de los Sachas, cabecera cantonal; No;0;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;71;0;Mestizo; Educacion Basica; Ecuatoriano;Mujer;57;0;Mestizo; Educacion Basica
Orellana;La Joya de los Sachas;La Joya de los Sachas, cabecera cantonal; No;38;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;57;0;Mestizo; Educacion Basica; Ecuatoriano;Mujer;57;0;Mestizo; Educacion Basica
Tungurahua;Ambato;Huachi Chico; No;41;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;63;0;Mestizo; Primaria; Ecuatoriano;Mujer;60;0;Mestizo; Primaria
Orellana;Orellana;Puerto Francisco de Orellana (El Coca); No;7;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;45;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;36;0;Mestizo; Educacion media o Bachillerato
Orellana;Loreto;Loreto, cabecera cantonal; Sin informacion;1;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;54;0;Mestizo; Primaria; Ecuatoriano;Mujer;52;0;Mestizo; Primaria
Orellana;La Joya de los Sachas;La Joya de los Sachas, cabecera cantonal; No;19;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;47;0;Mestizo; Educacion Basica; Ecuatoriano;Mujer;39;2;Mestizo; Educacion Basica
Tungurahua;Ambato;Izamba; No;20;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;42;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;38;2;Mestizo; Superior Universitario
Orellana;Orellana;Puerto Francisco de Orellana (El Coca); No;17;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;37;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;38;0;Sin informacion; Educacion media o Bachillerato
Tungurahua;San Pedro de Pelileo;Pelileo; No;22;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;38;0;Indigena; Primaria; Ecuatoriano;Mujer;55;2;Indigena; Primaria
Tungurahua;San Pedro de Pelileo;Pelileo; No;22;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;50;0;Mestizo; Educacion Basica; Ecuatoriano;Mujer;45;1;Mestizo; Educacion media o Bachillerato
Tungurahua;San Pedro de Pelileo;Pelileo; No;22;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;42;1;Mestizo; Educacion Basica; Ecuatoriano;Mujer;40;0;Mestizo; Educacion Basica
Tungurahua;San Pedro de Pelileo;Pelileo; No;18;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;56;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;55;0;Mestizo; Superior Universitario
Tungurahua;San Pedro de Pelileo;Pelileo; No;17;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;37;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;34;2;Mestizo; Educacion media o Bachillerato
Tungurahua;Santiago de Píllaro;Pillaro; No;2;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;30;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;28;0;Mestizo; Educacion Basica
Tungurahua;Santiago de Píllaro;Pillaro; No;5;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;39;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;29;1;Mestizo; Educacion media o Bachillerato
Tungurahua;Santiago de Píllaro;Pillaro; No;25;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;53;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;49;0;Mestizo; Educacion media o Bachillerato
Tungurahua;Santiago de Píllaro;Pillaro; No;11;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;37;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;35;2;Mestizo; Superior Universitario
Tungurahua;Santiago de Píllaro;Pillaro; No;8;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;32;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;26;1;Mestizo; Educacion media o Bachillerato
Orellana;Orellana;Puerto Francisco de Orellana (El Coca); No;33;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;56;0;Indigena; Educacion Basica; Ecuatoriano;Mujer;66;0;Indigena; Primaria
Orellana;Orellana;Puerto Francisco de Orellana (El Coca); No;14;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;35;0;Mestizo; Educacion Basica; Ecuatoriano;Mujer;32;2;Mestizo; Educacion Basica
Orellana;Orellana;Puerto Francisco de Orellana (El Coca); No;13;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;50;1;Indigena; Primaria; Ecuatoriano;Mujer;28;0;Indigena; Secundaria
Orellana;Orellana;Puerto Francisco de Orellana (El Coca); No;7;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;48;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;22;2;Mestizo; Educacion Basica
Orellana;Orellana;Puerto Francisco de Orellana (El Coca); No;0;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;45;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;31;0;Mestizo; Superior Universitario
Tungurahua;San Pedro de Pelileo;Pelileo; No;9;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;38;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;27;1;Mestizo; Secundaria
Orellana;Orellana;Puerto Francisco de Orellana (El Coca); No;13;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;41;0;Mestizo; Secundaria; Ecuatoriano;Mujer;42;1;Mestizo; Secundaria
Tungurahua;Santiago de Píllaro;Pillaro; No;6;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;39;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;27;0;Mestizo; Educacion media o Bachillerato
Orellana;Orellana;Puerto Francisco de Orellana (El Coca); No;10;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;36;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;36;1;Sin informacion; Educacion media o Bachillerato
Orellana;Orellana;Puerto Francisco de Orellana (El Coca); No;8;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;31;0;Afroecuatoriano/afrodescendiente; Educacion media o Bachillerato; Ecuatoriano;Mujer;33;1;Mestizo; Superior Universitario
Canar;Azogues;Azogues; No;14;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;32;1;Mestizo; Primaria; Ecuatoriano;Mujer;39;0;Mestizo; Primaria
Canar;Azogues;Azogues; No;12;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;34;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;36;1;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues; No;4;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;39;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;26;0;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues; No;4;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;40;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;35;1;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues; No;17;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;35;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;41;3;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues; No;19;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;45;0;Mestizo; Educacion media o Bachillerato; Extranjero;Mujer;42;0;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues; No;8;Por mutuo consentimiento via notarial; Ecuatoriano;Hombre;35;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;28;0;Mestizo; Superior Universitario
Canar;Azogues;Azogues; No;2;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;26;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;23;0;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues; No;20;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;50;1;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;58;1;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues; No;16;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;39;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;41;4;Mestizo; Educacion media o Bachillerato
Canar;Azogues;Azogues; No;8;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;49;0;Mestizo; Primaria; Ecuatoriano;Mujer;37;2;Mestizo; Primaria
Canar;Azogues;Azogues; No;23;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;43;0;Mestizo; Primaria; Ecuatoriano;Mujer;40;0;Sin informacion; Primaria
Canar;Azogues;Azogues; No;12;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;33;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;31;2;Mestizo; Superior Universitario
Canar;Azogues;Azogues; No;33;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;58;0;Mestizo; Primaria; Ecuatoriano;Mujer;53;0;Mestizo; Primaria
Canar;Azogues;Azogues; No;24;El abandono injustificado de cualquiera de los conyuges por mas de seis meses ininterrumpidos; Ecuatoriano;Hombre;46;0;Mestizo; Primaria; Ecuatoriano;Mujer;40;1;Mestizo; Primaria
Canar;Azogues;Azogues; No;1;Por mutuo consentimiento via judicial; Ecuatoriano;Hombre;23;0;Mestizo; Educacion media o Bachillerato; Ecuatoriano;Mujer;21;1;Mestizo; Educacion media o Bachillerato
